FTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,AvgH,AvgD,AvgA,MaxH,MaxD,MaxA,MW,Year,Max>2.5,Max<2.5,Avg>2.5,Avg<2.5,TGD,Prob_D,Elo_Before_Home,Elo_Before_Away,Days_D,form_diff,SP_diff,Overall_diff,Attack_diff,Midfield_diff,Defence_diff
H,10.0,18.0,6.0,11.0,16.0,10.0,9.0,6.0,3.0,2.0,0.0,0.0,2.223333333333333,3.338333333333333,3.371666666666666,2.3,3.43,3.53,30,2013,2.02,1.94,1.92,1.87,-5,0.2539026408113929,895.3616081721524,915.1146134281774,0.0,14.297,0.0,0,-3,-1,-3
H,24.0,15.0,14.0,9.0,5.0,14.0,5.0,5.0,0.0,2.0,0.0,0.0,1.3816666666666668,4.791666666666667,8.941666666666668,1.4,5.15,10.0,30,2013,1.59,2.6,1.53,2.42,38,0.15813670798962723,1116.085247278788,945.6678841637324,0.0,15.924000000000001,0.1333333333333333,7,7,6,9
H,11.0,17.0,5.0,11.0,15.0,10.0,13.0,6.0,4.0,3.0,1.0,0.0,3.725,3.4066666666666667,2.07,3.9,3.64,2.1,30,2013,1.91,2.08,1.81,1.98,-19,0.25905610325733963,1047.3500207278453,1137.3585893429904,-1.0,-6.649000000000001,-0.3333333333333333,-6,-11,-7,-3
H,17.0,5.0,8.0,1.0,5.0,16.0,5.0,4.0,0.0,2.0,0.0,0.0,1.1649999999999998,8.011666666666667,16.75166666666667,1.18,9.07,21.0,30,2013,1.36,3.9,1.31,3.3,58,0.11200637131747367,1183.6103261296853,889.7272024288568,25.0,20.927,0.6666666666666667,11,14,12,11
H,17.0,8.0,12.0,6.0,10.0,10.0,7.0,5.0,0.0,1.0,0.0,0.0,4.2,3.583333333333334,1.8949999999999998,4.5,3.8,1.95,30,2013,1.74,2.26,1.68,2.15,-32,0.24738229867781256,943.7851036165163,1094.1157047119984,1.0,-11.870999999999999,-0.3333333333333333,-6,-3,-6,-8
D,13.0,9.0,5.0,5.0,15.0,11.0,7.0,1.0,2.0,2.0,0.0,0.0,2.46,3.216666666666667,3.033333333333333,2.51,3.3,3.18,30,2013,2.25,1.75,2.14,1.69,-10,0.2577450794757256,952.5163417232717,1004.6614550771396,-1.0,-2.111,-0.39999999999999997,1,0,0,4
D,16.0,7.0,8.0,3.0,11.0,11.0,5.0,9.0,1.0,3.0,0.0,1.0,2.0549999999999997,3.396666666666667,3.785,2.1,3.5,4.0,30,2013,2.18,1.82,2.06,1.75,9,0.23268936205266813,940.4389257528811,942.8267912500519,0.0,-1.8610000000000007,-0.33333333333333337,2,3,0,1
A,9.0,15.0,2.0,11.0,2.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,3.3866666666666667,3.3366666666666664,2.233333333333334,3.5,3.52,2.3,30,2013,1.85,2.1,1.78,2.02,-17,0.2594103352677679,1003.9824645360774,1083.4185692888425,-24.0,-3.148,-0.2666666666666666,-6,-6,-6,-7
A,12.0,6.0,6.0,2.0,10.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,1.515,4.171666666666667,6.986666666666667,1.55,4.58,7.5,30,2013,1.72,2.35,1.64,2.23,23,0.19959555613094576,1087.5785209053677,956.2189821163848,-24.0,8.376999999999999,0.46666666666666673,3,4,3,4
H,13.0,9.0,10.0,4.0,7.0,12.0,7.0,3.0,1.0,1.0,0.0,0.0,2.265,3.3316666666666666,3.2983333333333333,2.38,3.54,3.4,30,2013,1.83,2.14,1.77,2.04,-13,0.2590034042936496,902.512726090312,957.6689232589284,24.0,-5.132,-0.3333333333333333,-3,-7,-5,-5
H,23.0,4.0,14.0,2.0,9.0,14.0,11.0,3.0,0.0,1.0,0.0,0.0,1.2449999999999999,6.175,13.0,1.25,6.55,15.0,31,2013,1.46,3.05,1.41,2.76,45,0.13950113210428128,1095.0475719905792,886.6162259274457,0.0,17.896,0.6666666666666666,9,8,10,9
A,10.0,16.0,7.0,12.0,9.0,8.0,7.0,8.0,1.0,1.0,0.0,0.0,4.796666666666667,3.7816666666666663,1.75,5.03,4.0,1.8,31,2013,1.75,2.34,1.67,2.18,-43,0.2245680546671176,905.9295335866598,1073.0022476928516,0.0,3.443,0.0,-4,-2,-8,-8
H,15.0,10.0,9.0,5.0,13.0,18.0,4.0,3.0,1.0,3.0,0.0,0.0,1.5466666666666669,3.9133333333333336,6.941666666666667,1.57,4.1,7.55,31,2013,2.18,1.84,2.04,1.76,19,0.20993916133332194,1066.1513393586588,953.2611858917497,0.0,0.23800000000000043,0.2,1,0,2,2
H,9.0,19.0,5.0,11.0,11.0,7.0,3.0,6.0,2.0,1.0,1.0,0.0,1.9666666666666668,3.475,3.9916666666666667,2.04,3.6,4.0,31,2013,2.02,1.95,1.91,1.88,15,0.2196460044399749,969.8293984302728,904.5466880136701,-1.0,18.262999999999998,0.1333333333333333,2,1,2,1
H,19.0,5.0,11.0,1.0,6.0,8.0,9.0,2.0,0.0,2.0,0.0,0.0,1.3099999999999998,5.2749999999999995,10.891666666666666,1.33,5.65,12.35,31,2013,1.62,2.58,1.56,2.35,37,0.16090177588487345,1118.557270712177,946.0946036116253,1.0,-1.002,0.19999999999999996,5,4,6,3
H,13.0,7.0,8.0,4.0,12.0,6.0,7.0,7.0,2.0,1.0,0.0,0.0,3.501666666666667,3.3983333333333334,2.1466666666666665,3.6,3.59,2.23,31,2013,1.77,2.3,1.71,2.13,-41,0.2295987200659365,964.8985606356631,1124.266042346504,1.0,-16.281,-0.33333333333333337,-8,-9,-6,-10
A,9.0,10.0,4.0,6.0,11.0,9.0,3.0,6.0,3.0,1.0,0.0,0.0,5.766666666666667,3.78,1.6500000000000001,6.0,4.0,1.67,31,2013,2.04,1.94,1.94,1.85,-47,0.21334269770289688,940.4732893586805,1186.7213026310965,-1.0,-22.719,-0.7333333333333334,-7,-11,-8,-8
A,11.0,9.0,3.0,7.0,5.0,10.0,5.0,2.0,2.0,4.0,0.0,0.0,3.2466666666666666,3.313333333333333,2.2900000000000005,3.4,3.43,2.38,31,2013,1.91,2.05,1.85,1.95,-12,0.25867340261546834,992.3534618343406,1073.9681045914797,1.0,-4.781000000000001,-0.19999999999999996,-6,-8,-5,-6
H,14.0,17.0,8.0,11.0,10.0,13.0,5.0,3.0,1.0,1.0,0.0,1.0,2.276666666666667,3.3000000000000003,3.3049999999999997,2.3,3.4,3.53,31,2013,2.03,1.94,1.95,1.85,-13,0.2590034042936496,937.4870890960165,1003.9166109086616,-1.0,-12.200000000000001,-0.39999999999999997,0,1,0,1
H,13.0,9.0,6.0,5.0,13.0,9.0,10.0,3.0,1.0,2.0,0.0,0.0,1.9316666666666666,3.4883333333333333,4.173333333333333,1.95,3.68,4.41,31,2013,1.97,2.02,1.88,1.92,-4,0.2528815935799697,914.0870457376151,942.7924276442525,0.0,6.257999999999999,0.0,1,2,-1,-1
H,14.0,7.0,7.0,3.0,9.0,15.0,8.0,5.0,0.0,2.0,0.0,0.0,1.3366666666666667,4.986666666666666,10.35,1.36,5.42,11.3,32,2013,1.74,2.3,1.68,2.15,40,0.152664604176696,1109.975830195595,936.5722682684516,0.0,16.384,0.4666666666666667,6,7,7,7
D,19.0,10.0,12.0,4.0,8.0,4.0,12.0,2.0,0.0,1.0,0.0,0.0,1.3550000000000002,5.2,8.686666666666667,1.36,5.5,10.02,32,2013,1.6,2.56,1.55,2.37,28,0.18602315857407536,1078.5328153373052,955.3206370384163,-1.0,11.772,0.33333333333333337,5,1,6,7
A,16.0,9.0,7.0,5.0,13.0,18.0,9.0,4.0,3.0,5.0,0.0,0.0,2.223333333333333,3.3633333333333333,3.3833333333333333,2.3,3.5,3.6,32,2013,1.83,2.2,1.75,2.06,9,0.23268936205266813,1190.6223237213253,1132.0754871300314,0.0,15.402000000000001,0.06666666666666665,0,1,-2,2
H,20.0,5.0,10.0,3.0,13.0,11.0,10.0,3.0,2.0,2.0,0.0,0.0,2.06,3.4433333333333334,3.705,2.15,3.6,3.9,32,2013,1.89,2.09,1.81,1.98,-9,0.2571485348086478,932.5763871937706,977.9722162304208,2.0,-3.2249999999999996,-0.2666666666666666,0,3,2,2
D,12.0,16.0,9.0,9.0,8.0,16.0,2.0,5.0,5.0,3.0,0.0,0.0,2.5999999999999996,3.2383333333333333,2.8333333333333335,2.7,3.33,2.9,32,2013,2.18,1.81,2.06,1.76,-20,0.25873739364162945,931.9680951674167,984.6602453418373,0.0,-7.696,0.1333333333333333,-1,-2,0,0
D,6.0,16.0,2.0,10.0,9.0,12.0,2.0,10.0,2.0,3.0,1.0,0.0,2.3783333333333334,3.31,3.0933333333333333,2.4,3.41,3.25,32,2013,1.95,2.05,1.85,1.95,-2,0.2505961674670044,896.403870213522,924.9113782144509,-2.0,-22.023,-0.19999999999999996,1,3,1,2
A,8.0,12.0,3.0,4.0,5.0,11.0,8.0,4.0,0.0,0.0,0.0,0.0,3.273333333333333,3.4516666666666667,2.2266666666666666,3.44,3.61,2.3,32,2013,1.78,2.3,1.7,2.12,-16,0.2594470348798358,877.3559881440739,979.188772786572,0.0,-6.6800000000000015,-0.4666666666666667,-2,-1,-5,0
A,6.0,11.0,2.0,8.0,16.0,11.0,4.0,2.0,3.0,1.0,0.0,0.0,2.0900000000000003,3.2916666666666665,3.8033333333333332,2.15,3.4,4.12,32,2013,2.32,1.72,2.19,1.66,17,0.21488187438800674,946.4007098973769,900.3989659422062,1.0,-6.803,-0.33333333333333337,0,0,2,4
D,19.0,9.0,10.0,5.0,14.0,8.0,7.0,6.0,1.0,1.0,0.0,0.0,2.1916666666666664,3.3516666666666666,3.401666666666667,2.25,3.5,3.61,32,2013,2.24,1.81,2.06,1.74,3,0.24352432716659092,1081.661321083983,1073.0118153530316,0.0,6.993,-0.06666666666666665,4,8,2,2
A,16.0,11.0,5.0,6.0,7.0,15.0,6.0,4.0,2.0,4.0,0.0,1.0,4.015,3.565,1.9383333333333335,4.19,3.75,2.0,32,2013,1.78,2.22,1.73,2.1,-26,0.25481208254673016,986.0830629662618,1104.307809773951,0.0,-15.015,-0.19999999999999996,-6,-6,-5,-9
H,10.0,5.0,7.0,5.0,8.0,10.0,9.0,3.0,1.0,2.0,0.0,0.0,1.2483333333333333,6.09,12.608333333333334,1.26,6.54,14.0,33,2013,1.57,2.66,1.48,2.54,46,0.13698886731775417,1111.0305526252384,932.7206353130101,0.0,22.168,0.4666666666666666,7,8,6,7
D,15.0,8.0,7.0,3.0,5.0,15.0,8.0,5.0,1.0,2.0,0.0,0.0,2.2899999999999996,3.2866666666666666,3.2899999999999996,2.38,3.42,3.5,33,2013,2.01,1.95,1.94,1.86,-17,0.2594103352677679,917.3734960222695,966.6730042031007,1.0,-1.5030000000000001,0.1333333333333333,-2,-4,-3,-4
D,15.0,13.0,8.0,6.0,6.0,16.0,6.0,5.0,1.0,2.0,0.0,0.0,1.9266666666666667,3.5933333333333333,3.9950000000000006,2.0,3.75,4.2,33,2013,1.77,2.24,1.71,2.12,16,0.21728742248089827,1115.361774456839,1081.5368703999043,0.0,4.825,0.33333333333333337,1,0,2,2
H,14.0,8.0,10.0,5.0,6.0,12.0,13.0,5.0,3.0,3.0,0.0,0.0,1.4366666666666665,4.609999999999999,7.423333333333333,1.47,4.75,8.0,33,2013,1.78,2.2,1.72,2.1,35,0.1664717166998767,1073.1362660371103,896.8132080354077,0.0,23.282,0.2666666666666666,1,-3,3,3
H,21.0,20.0,9.0,11.0,10.0,9.0,6.0,8.0,2.0,1.0,0.0,0.0,1.3733333333333333,4.901666666666667,8.656666666666666,1.4,5.26,9.5,33,2013,1.62,2.65,1.53,2.43,32,0.17487351577426716,1143.7448294546261,979.3603201149742,-2.0,13.985,0.5333333333333334,8,11,9,9
A,15.0,8.0,9.0,7.0,14.0,7.0,10.0,9.0,3.0,2.0,0.0,0.0,1.9299999999999997,3.4133333333333336,4.29,1.95,3.6,4.56,33,2013,2.04,1.92,1.96,1.84,-3,0.25177902346421743,943.8755992210907,931.1863240072078,0.0,16.244,0.2666666666666667,2,6,4,3
D,7.0,26.0,5.0,15.0,9.0,8.0,4.0,9.0,2.0,1.0,0.0,0.0,7.116666666666667,4.428333333333334,1.4799999999999998,8.0,4.75,1.5,33,2013,1.64,2.5,1.57,2.33,-46,0.21629375273169082,866.6307481710572,1076.8304251228792,1.0,-13.063000000000002,-0.6666666666666666,-8,-4,-11,-8
D,15.0,6.0,11.0,4.0,9.0,18.0,7.0,4.0,2.0,3.0,0.0,0.0,1.8983333333333332,3.5933333333333333,4.153333333333333,1.95,3.75,4.32,33,2013,1.94,2.04,1.86,1.95,2,0.2450883375885501,989.9140127595887,957.0230272528423,1.0,13.323,0.1333333333333333,-1,-2,0,-1
A,13.0,9.0,4.0,3.0,9.0,9.0,3.0,7.0,1.0,1.0,0.0,0.0,6.381666666666668,3.795,1.6033333333333335,7.0,4.12,1.65,33,2013,2.1,1.86,2.01,1.79,-49,0.2071533738606434,929.4261798173137,1178.9529813967306,2.0,-21.927,-0.6,-7,-12,-7,-7
A,14.0,10.0,11.0,6.0,14.0,13.0,4.0,4.0,2.0,2.0,0.0,0.0,1.805,3.6133333333333333,4.6466666666666665,1.85,3.83,5.0,33,2013,1.96,2.0,1.89,1.91,-22,0.2578141490572653,924.5020403925653,983.9077051962438,-1.0,-1.8250000000000002,0.2,0,0,-1,-1
A,7.0,10.0,5.0,7.0,13.0,8.0,7.0,3.0,0.0,2.0,1.0,1.0,4.683333333333334,3.785,1.7683333333333335,5.05,4.0,1.8,34,2013,1.76,2.31,1.67,2.17,-36,0.240462226489577,965.96825081824,1118.9438312752466,0.0,-10.361,-0.4,-3,-2,-4,-5
D,23.0,9.0,12.0,6.0,8.0,11.0,8.0,5.0,5.0,2.0,0.0,0.0,2.1566666666666663,3.475,3.405,2.2,3.6,3.68,34,2013,1.8,2.24,1.73,2.09,-12,0.25867340261546834,1074.1274239425447,1114.876527075827,-9.0,-14.911999999999999,-0.1333333333333333,-2,-6,0,-2
H,10.0,8.0,5.0,5.0,10.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,1.2550000000000001,6.2299999999999995,11.530000000000001,1.29,6.75,13.0,34,2013,1.47,3.05,1.39,2.84,64,0.10473205883398187,1184.7161233324498,918.0782494071302,-1.0,15.465000000000002,0.0,7,12,9,11
H,19.0,14.0,9.0,6.0,8.0,12.0,8.0,8.0,2.0,3.0,0.0,0.0,1.7266666666666666,3.725,5.046666666666666,1.75,3.85,5.43,34,2013,1.91,2.05,1.84,1.96,6,0.23840775135150963,924.8073566630019,869.3337493513916,0.0,7.717000000000002,0.13333333333333336,2,0,4,2
A,25.0,11.0,11.0,4.0,8.0,14.0,5.0,5.0,1.0,2.0,0.0,0.0,2.231666666666667,3.3066666666666666,3.4066666666666667,2.3,3.4,3.64,34,2013,2.29,1.76,2.17,1.67,-12,0.25867340261546834,888.8331166165524,923.6630378815945,1.0,-19.061,0.2,0,3,-1,-1
H,8.0,8.0,4.0,5.0,6.0,15.0,3.0,10.0,1.0,2.0,0.0,0.0,3.3216666666666668,3.328333333333333,2.2616666666666667,3.53,3.4,2.3,34,2013,2.14,1.86,2.06,1.76,-22,0.2578141490572653,951.916452793868,1081.1163574559655,-1.0,-17.945,-0.4666666666666666,-1,1,-3,-3
D,14.0,9.0,7.0,5.0,11.0,13.0,7.0,2.0,0.0,0.0,0.0,0.0,2.3516666666666666,3.3250000000000006,3.1200000000000006,2.4,3.5,3.22,34,2013,1.84,2.16,1.75,2.06,9,0.23268936205266813,992.2143426165057,989.4420824012872,10.0,5.766,-0.4666666666666666,1,1,-1,2
H,11.0,11.0,8.0,7.0,11.0,10.0,4.0,5.0,3.0,3.0,0.0,0.0,3.1799999999999997,3.4149999999999996,2.2933333333333334,3.28,3.6,2.31,34,2013,1.97,2.04,1.87,1.92,-17,0.2594103352677679,1082.0221177809162,1149.3375276208753,1.0,-7.056,-0.46666666666666673,-2,-3,-5,-1
D,8.0,10.0,4.0,6.0,9.0,10.0,15.0,2.0,0.0,2.0,0.0,0.0,2.266666666666667,3.375,3.251666666666667,2.3,3.55,3.41,34,2013,1.84,2.18,1.77,2.04,15,0.2196460044399749,973.7676219487252,923.1454704344305,11.0,-7.743,-0.13333333333333336,-3,-7,-3,-6
H,17.0,18.0,11.0,10.0,12.0,11.0,3.0,6.0,3.0,1.0,0.0,0.0,2.295,3.36,3.2116666666666673,2.38,3.51,3.35,34,2013,1.96,2.03,1.86,1.94,13,0.22421333782553032,957.4949576111438,916.1954029723033,-10.0,-13.55,-0.06666666666666665,0,1,2,0
D,19.0,10.0,13.0,5.0,12.0,10.0,7.0,2.0,3.0,5.0,0.0,0.0,2.186666666666667,3.438333333333333,3.3666666666666667,2.3,3.63,3.5,35,2013,1.79,2.22,1.72,2.1,-13,0.2590034042936496,1124.8049078098788,1191.807291456294,2.0,-3.1499999999999986,0.19999999999999996,-2,-6,-2,-2
H,18.0,7.0,15.0,4.0,10.0,15.0,4.0,4.0,0.0,3.0,0.0,1.0,2.2283333333333335,3.3083333333333336,3.416666666666666,2.3,3.4,3.7,35,2013,2.08,1.9,2.0,1.8,-20,0.25873739364162945,910.9870812832861,965.4726914790965,-2.0,10.399000000000001,0.0,0,-1,-1,-3
H,21.0,11.0,14.0,8.0,9.0,10.0,6.0,3.0,1.0,3.0,0.0,0.0,1.3333333333333333,5.2749999999999995,9.375,1.37,5.5,10.3,35,2013,1.59,2.62,1.52,2.45,29,0.18325102179538824,1114.2927745616307,992.1744474316466,-1.0,4.928999999999999,0.2,7,8,7,8
H,17.0,6.0,10.0,2.0,12.0,16.0,7.0,2.0,1.0,3.0,0.0,0.0,1.5033333333333332,4.21,7.031666666666666,1.55,4.61,7.59,35,2013,1.8,2.2,1.72,2.11,21,0.20483701875882251,1067.560118770737,960.1071742836078,0.0,-0.41999999999999993,0.19999999999999996,-1,-4,1,2
H,16.0,9.0,10.0,6.0,9.0,7.0,9.0,4.0,1.0,3.0,0.0,0.0,1.2783333333333333,5.685,11.758333333333333,1.29,6.25,13.05,35,2013,1.57,2.68,1.51,2.49,37,0.16090177588487345,1131.4671154708478,970.7202634531941,-1.0,26.299,0.06666666666666665,8,10,9,8
A,5.0,11.0,1.0,10.0,14.0,7.0,5.0,7.0,3.0,2.0,1.0,0.0,2.9283333333333332,3.3683333333333336,2.4600000000000004,3.09,3.6,2.5,35,2013,1.92,2.05,1.81,2.0,-36,0.240462226489577,923.868869934143,1074.711176456741,1.0,8.857,-0.13333333333333336,-2,5,-3,-2
D,13.0,15.0,7.0,5.0,12.0,14.0,9.0,7.0,0.0,2.0,0.0,0.0,2.5516666666666663,3.385,2.7933333333333334,2.62,3.51,2.93,35,2013,1.96,2.03,1.86,1.94,-1,0.24933431122719324,860.916977084143,875.3318279838187,0.0,6.254999999999999,0.0,-4,-5,-4,-3
A,16.0,11.0,4.0,9.0,9.0,11.0,7.0,6.0,2.0,2.0,2.0,1.0,1.8816666666666666,3.566666666666667,4.303333333333334,1.91,3.75,4.6,35,2013,1.86,2.13,1.79,2.02,-5,0.2539026408113929,989.4819775861463,973.0442224490126,0.0,3.1029999999999998,0.6,-1,-1,0,0
H,12.0,5.0,4.0,0.0,10.0,8.0,5.0,3.0,4.0,2.0,0.0,0.0,2.1916666666666664,3.2100000000000004,3.591666666666667,2.3,3.3,3.7,35,2013,2.52,1.63,2.35,1.57,9,0.23268936205266813,937.1643265143282,933.2241289302505,0.0,6.142999999999999,-0.06666666666666665,2,2,1,2
D,6.0,14.0,4.0,7.0,12.0,10.0,3.0,3.0,3.0,1.0,0.0,0.0,3.7016666666666667,3.5416666666666665,2.03,3.8,3.7,2.1,35,2013,1.81,2.2,1.75,2.06,-41,0.2295987200659365,902.9700971302531,1099.8925299309437,1.0,-17.086,-0.06666666666666665,-6,-8,-6,-7
A,18.0,20.0,13.0,13.0,14.0,7.0,3.0,3.0,2.0,1.0,0.0,0.0,1.7083333333333333,3.7566666666666664,5.141666666666667,1.74,3.94,5.25,36,2013,1.79,2.19,1.72,2.11,19,0.20993916133332194,953.1049430817814,861.1243045160707,1.0,28.358999999999998,0.13333333333333333,6,6,6,4
D,16.0,11.0,8.0,4.0,10.0,10.0,3.0,5.0,1.0,2.0,0.0,0.0,1.9533333333333331,3.4783333333333335,4.085,2.0,3.77,4.33,36,2013,1.87,2.14,1.78,2.04,11,0.22856658453585282,1095.4034835855484,1074.5623499725637,0.0,-11.798,-0.06666666666666665,3,2,4,2
A,10.0,15.0,4.0,6.0,14.0,9.0,2.0,7.0,2.0,1.0,1.0,0.0,2.188333333333333,3.421666666666667,3.3833333333333333,2.25,3.63,3.5,36,2013,1.77,2.28,1.72,2.1,10,0.23065777084398498,1190.8548280010903,1124.2273993209606,0.0,14.594000000000001,0.1333333333333333,1,4,1,1
A,9.0,12.0,4.0,6.0,15.0,13.0,6.0,5.0,2.0,3.0,0.0,0.0,2.513333333333333,3.223333333333333,2.9633333333333334,2.6,3.3,3.08,36,2013,2.1,1.91,1.98,1.82,1,0.2465789867860092,923.3375320713145,945.6535551169482,2.0,-9.934,-0.2,-2,-2,1,2
A,14.0,13.0,6.0,11.0,8.0,6.0,3.0,7.0,2.0,1.0,0.0,0.0,7.825,4.685,1.4166666666666663,8.35,5.0,1.44,36,2013,1.69,2.38,1.64,2.23,-57,0.17863396815731733,875.1245005518911,1125.7573712650826,0.0,-49.259,-0.7333333333333334,-5,-3,-6,-6
D,14.0,11.0,7.0,7.0,6.0,12.0,5.0,6.0,2.0,2.0,1.0,0.0,2.0700000000000003,3.2550000000000003,3.9283333333333332,2.15,3.45,4.02,36,2013,2.6,1.67,2.34,1.58,-2,0.2505961674670044,930.8062176454345,947.0509233732641,-2.0,-15.373,0.0,0,1,-1,-1
D,7.0,12.0,1.0,8.0,9.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,4.913333333333333,3.6816666666666666,1.7466666666666668,5.25,3.8,1.8,36,2013,1.99,2.0,1.88,1.92,-31,0.24886608371787744,982.2398226723169,1137.144564523666,-1.0,-17.451,-0.46666666666666673,-8,-11,-10,-7
H,7.0,10.0,4.0,6.0,8.0,9.0,5.0,5.0,1.0,1.0,0.0,0.0,1.4616666666666667,4.483333333333333,7.330000000000001,1.5,4.75,8.0,36,2013,1.75,2.35,1.67,2.18,27,0.1887799854844677,1097.327546408546,968.5364497201439,0.0,11.37,0.06666666666666665,7,9,4,8
A,17.0,13.0,11.0,8.0,9.0,7.0,7.0,5.0,4.0,3.0,0.0,0.0,2.39,3.3850000000000002,3.0016666666666665,2.45,3.56,3.11,36,2013,1.83,2.15,1.77,2.05,25,0.19423585506399474,993.989750315015,905.535080652651,0.0,9.93,-0.06666666666666665,0,0,2,-1
D,9.0,11.0,3.0,6.0,12.0,12.0,7.0,3.0,1.0,1.0,0.0,0.0,2.3666666666666667,3.338333333333333,3.1033333333333335,2.4,3.53,3.25,36,2013,1.87,2.1,1.82,1.99,15,0.2196460044399749,965.042814400376,903.1765628053356,0.0,-11.17,0.26666666666666666,-3,-6,-3,-5
H,19.0,10.0,12.0,5.0,11.0,11.0,7.0,4.0,0.0,2.0,0.0,0.0,1.375,5.158333333333334,7.985,1.4,5.62,8.56,37,2013,1.51,2.88,1.44,2.67,54,0.11905333314462861,1129.5797412492727,918.027393386634,0.0,41.166,0.5333333333333334,6,6,7,8
A,12.0,11.0,7.0,8.0,13.0,8.0,6.0,7.0,2.0,3.0,1.0,1.0,4.451666666666667,3.703333333333333,1.8083333333333333,4.68,3.8,1.85,37,2013,1.76,2.26,1.69,2.14,-55,0.18631990100584625,955.012130182718,1136.121923642301,1.0,-3.038,-0.06666666666666665,-6,-8,-8,-10
H,23.0,7.0,13.0,2.0,8.0,11.0,7.0,1.0,1.0,2.0,0.0,0.0,1.4933333333333334,4.286666666666666,6.958333333333333,1.53,4.57,7.5,37,2013,1.81,2.2,1.75,2.06,22,0.20223240782480373,1074.861918771011,964.1617795866902,-1.0,20.182,0.1333333333333333,2,-1,2,5
A,10.0,20.0,8.0,14.0,2.0,10.0,7.0,8.0,0.0,1.0,0.0,0.0,3.6666666666666665,3.485,2.0616666666666665,4.0,3.61,2.15,37,2013,1.75,2.28,1.67,2.17,-36,0.240462226489577,934.2240666002617,1095.103914787101,1.0,5.8969999999999985,-0.4,-2,2,-5,-4
H,16.0,5.0,9.0,2.0,5.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,1.2983333333333333,5.525000000000001,10.666666666666666,1.33,5.9,12.0,37,2013,1.57,2.72,1.49,2.5,42,0.14729499033820018,1178.9603036797498,984.3322383118715,-1.0,25.783,0.06666666666666665,8,12,8,9
H,11.0,8.0,8.0,5.0,10.0,7.0,8.0,2.0,2.0,1.0,0.0,0.0,2.151666666666667,3.39,3.4999999999999996,2.25,3.5,3.7,37,2013,1.97,2.0,1.89,1.91,-22,0.2578141490572653,913.9789570055448,981.497437581032,0.0,7.094000000000001,0.0,-1,-2,-1,2
A,8.0,10.0,3.0,7.0,8.0,8.0,2.0,2.0,1.0,3.0,0.0,1.0,3.2516666666666665,3.328333333333333,2.2849999999999997,3.4,3.42,2.38,37,2013,1.95,1.99,1.88,1.91,-5,0.2539026408113929,871.3021305677009,904.0575976190214,0.0,-26.376000000000005,-0.19999999999999998,-2,-4,-4,-3
A,11.0,27.0,7.0,20.0,6.0,7.0,4.0,10.0,0.0,1.0,0.0,0.0,5.658333333333334,4.206666666666667,1.5766666666666669,6.0,4.51,1.6,37,2013,1.65,2.5,1.55,2.38,-57,0.17863396815731733,880.0051809975903,1135.0521488841114,0.0,-36.863,-0.3333333333333333,-11,-13,-14,-9
A,6.0,23.0,3.0,15.0,11.0,5.0,2.0,11.0,4.0,1.0,1.0,0.0,4.383333333333334,3.4966666666666666,1.88,4.6,3.6,1.93,37,2013,2.16,1.83,2.05,1.76,-28,0.2527276330017666,946.8173134741763,1103.7815903785995,-2.0,-5.59,-0.1333333333333333,-5,-8,-4,-4
D,5.0,15.0,5.0,10.0,9.0,10.0,3.0,10.0,0.0,2.0,0.0,0.0,2.735,3.061666666666667,2.811666666666666,2.86,3.25,2.9,37,2013,2.25,1.77,2.11,1.71,-1,0.24933431122719324,931.0398275445223,962.0824057500902,-2.0,-4.144,0.13333333333333336,2,2,-1,3
H,20.0,16.0,10.0,9.0,7.0,8.0,7.0,4.0,2.0,2.0,0.0,0.0,1.665,3.9000000000000004,5.335000000000001,1.73,4.05,6.1,38,2013,1.74,2.3,1.66,2.18,19,0.20993916133332194,1141.3350821840816,1085.2380316727138,1.0,4.646000000000001,0.06666666666666665,5,8,4,4
H,27.0,10.0,20.0,3.0,7.0,3.0,14.0,0.0,1.0,3.0,0.0,0.0,1.235,6.378333333333333,12.515,1.25,7.0,15.09,38,2013,1.47,3.0,1.41,2.79,56,0.11533767555607813,1103.615420076207,862.2421253562948,0.0,30.944000000000003,0.5333333333333333,4,-1,7,5
A,12.0,12.0,5.0,7.0,10.0,8.0,7.0,7.0,1.0,0.0,0.0,0.0,1.3083333333333333,5.364999999999999,10.315,1.33,5.69,11.89,38,2013,1.56,2.73,1.48,2.56,51,0.1252615117341686,1140.668784074449,943.7770527132852,-2.0,20.779999999999998,0.2666666666666666,9,13,10,7
A,7.0,9.0,2.0,3.0,17.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0,6.066666666666666,4.441666666666666,1.5183333333333335,6.5,4.6,1.55,38,2013,1.6,2.62,1.53,2.41,-56,0.1825226125864252,913.1176028304276,1138.7127427850476,2.0,-30.8,-0.5333333333333334,-3,1,-2,-3
